date,policy number
2004-01-01,3.3970037453183517
2004-02-01,3.298181818181818
2004-03-01,2.1291079812206575
2004-04-01,4.099435028248588
2004-05-01,3.227758007117438
2004-06-01,3.1602787456445993
2004-07-01,3.609950248756219
2004-08-01,2.7652439024390243
2004-09-01,0.0
2004-10-01,3.0436241610738257
2004-11-01,2.6676470588235293
2004-12-01,3.5053140096618356
2005-01-01,3.3970037453183517
2005-02-01,3.298181818181818
2005-03-01,3.193661971830986
2005-04-01,3.074576271186441
2005-05-01,3.227758007117438
2005-06-01,3.1602787456445993
2005-07-01,1.8049751243781096
2005-08-01,3.686991869918699
2005-09-01,3.0955631399317403
2005-10-01,3.0436241610738257
2005-11-01,2.6676470588235293
2005-12-01,2.6289855072463766
2006-01-01,3.3970037453183517
2006-02-01,3.298181818181818
2006-03-01,4.258215962441315
2006-04-01,3.074576271186441
2006-05-01,3.227758007117438
2006-06-01,3.1602787456445993
2006-07-01,2.7074626865671645
2006-08-01,3.686991869918699
2006-09-01,3.0955631399317403
2006-10-01,3.0436241610738257
2006-11-01,2.6676470588235293
2006-12-01,2.6289855072463766
2007-01-01,3.3970037453183517
2007-02-01,3.298181818181818
2007-03-01,3.193661971830986
2007-04-01,3.074576271186441
2007-05-01,3.227758007117438
2007-06-01,3.1602787456445993
2007-07-01,2.7074626865671645
2007-08-01,3.686991869918699
2007-09-01,3.0955631399317403
2007-10-01,4.058165548098434
2007-11-01,3.556862745098039
2007-12-01,2.6289855072463766
2008-01-01,4.529338327091136
2008-02-01,3.298181818181818
2008-03-01,4.258215962441315
2008-04-01,4.099435028248588
2008-05-01,4.30367734282325
2008-06-01,4.213704994192799
2008-07-01,3.609950248756219
2008-08-01,3.686991869918699
2008-09-01,4.127417519908987
2008-10-01,4.058165548098434
2008-11-01,3.556862745098039
2008-12-01,4.381642512077295
2009-01-01,5.6616729088639195
2009-02-01,5.496969696969697
2009-03-01,5.322769953051644
2009-04-01,5.124293785310735
2009-05-01,5.3795966785290625
2009-06-01,5.267131242740999
2009-07-01,4.512437810945274
2009-08-01,5.530487804878049
2009-09-01,5.159271899886234
2009-10-01,6.087248322147651
2009-11-01,4.446078431372548
2009-12-01,5.257971014492753
2010-01-01,6.794007490636703
2010-02-01,6.596363636363636
2010-03-01,6.387323943661972
2010-04-01,6.149152542372882
2010-05-01,7.531435349940688
2010-06-01,6.320557491289199
2010-07-01,5.414925373134329
2010-08-01,6.4522357723577235
2010-09-01,6.1911262798634805
2010-10-01,6.087248322147651
2010-11-01,5.3352941176470585
2010-12-01,5.257971014492753
2011-01-01,6.794007490636703
2011-02-01,7.695757575757575
2011-03-01,7.451877934272301
2011-04-01,8.198870056497176
2011-05-01,7.531435349940688
2011-06-01,8.427409988385598
2011-07-01,8.122388059701493
2011-08-01,8.295731707317072
2011-09-01,8.254835039817975
2011-10-01,8.116331096196868
2011-11-01,7.113725490196078
2011-12-01,6.134299516908213
2012-01-01,9.058676654182271
2012-02-01,8.795151515151515
2012-03-01,9.580985915492958
2012-04-01,8.198870056497176
2012-05-01,9.683274021352313
2012-06-01,10.534262485481998
2012-07-01,9.024875621890548
2012-08-01,10.139227642276422
2012-09-01,10.318543799772469
2012-10-01,10.145413870246085
2012-11-01,8.002941176470587
2012-12-01,7.88695652173913
2013-01-01,11.323345817727839
2013-02-01,9.894545454545455
2013-03-01,9.580985915492958
2013-04-01,10.24858757062147
2013-05-01,10.759193357058125
2013-06-01,10.534262485481998
2013-07-01,9.927363184079603
2013-08-01,11.060975609756097
2013-09-01,10.318543799772469
2013-10-01,10.145413870246085
2013-11-01,8.892156862745097
2013-12-01,9.639613526570049
2014-01-01,12.455680399500622
2014-02-01,12.093333333333334
2014-03-01,11.710093896713616
2014-04-01,12.298305084745763
2014-05-01,12.911032028469752
2014-06-01,12.641114982578397
2014-07-01,11.732338308457713
2014-08-01,11.982723577235772
2014-09-01,12.382252559726961
2014-10-01,11.159955257270694
2014-11-01,9.781372549019608
2014-12-01,9.639613526570049
2015-01-01,13.588014981273407
2015-02-01,14.292121212121211
2015-03-01,13.839201877934274
2015-04-01,13.323163841807911
2015-05-01,13.986951364175564
2015-06-01,13.694541231126596
2015-07-01,13.537313432835822
2015-08-01,14.747967479674797
2015-09-01,14.445961319681455
2015-10-01,13.18903803131991
2015-11-01,11.559803921568626
2015-12-01,11.392270531400966
2016-01-01,15.852684144818975
2016-02-01,14.292121212121211
2016-03-01,13.839201877934274
2016-04-01,13.323163841807911
2016-05-01,13.986951364175564
2016-06-01,14.747967479674797
2016-07-01,12.634825870646766
2016-08-01,12.904471544715447
2016-09-01,13.414106939704208
2016-10-01,12.174496644295303
2016-11-01,11.559803921568626
2016-12-01,11.392270531400966
2017-01-01,16.985018726591758
2017-02-01,16.490909090909092
2017-03-01,15.968309859154932
2017-04-01,15.372881355932206
2017-05-01,16.13879003558719
2017-06-01,14.747967479674797
2017-07-01,13.537313432835822
2017-08-01,14.747967479674797
2017-09-01,14.445961319681455
2017-10-01,15.218120805369127
2017-11-01,15.116666666666665
2017-12-01,13.144927536231883
2018-01-01,16.985018726591758
2018-02-01,17.59030303030303
2018-03-01,17.03286384976526
2018-04-01,15.372881355932206
2018-05-01,17.214709371293
2018-06-01,17.908246225319395
2018-07-01,14.439800995024877
2018-08-01,16.591463414634145
2018-09-01,15.477815699658702
2018-10-01,15.218120805369127
2018-11-01,14.227450980392156
2018-12-01,13.144927536231883
2019-01-01,16.985018726591758
2019-02-01,16.490909090909092
2019-03-01,17.03286384976526
2019-04-01,17.4225988700565
2019-05-01,17.214709371293
2019-06-01,17.908246225319395
2019-07-01,14.439800995024877
2019-08-01,16.591463414634145
2019-09-01,16.50967007963595
2019-10-01,15.218120805369127
2019-11-01,12.449019607843137
2019-12-01,13.144927536231883
2020-01-01,16.985018726591758
2020-02-01,17.59030303030303
2020-03-01,18.097417840375588
2020-04-01,14.348022598870058
2020-05-01,15.062870699881376
2020-06-01,15.801393728222997
2020-07-01,17.14726368159204
2020-08-01,15.669715447154472
2020-09-01,17.541524459613196
2020-10-01,16.232662192393736
2020-11-01,14.227450980392156
2020-12-01,14.021256038647342
2021-01-01,19.249687890137327
2021-02-01,17.59030303030303
2021-03-01,21.291079812206576
2021-04-01,21.522033898305086
2021-05-01,19.366548042704625
2021-06-01,18.961672473867594
2021-07-01,15.342288557213932
2021-08-01,19.35670731707317
2021-09-01,18.573378839590443
2021-10-01,16.232662192393736
2021-11-01,15.116666666666665
2021-12-01,14.897584541062802
2022-01-01,27.176029962546814
2022-02-01,26.385454545454543
2022-03-01,27.678403755868548
2022-04-01,27.67118644067797
2022-05-01,26.897983392645315
2022-06-01,25.282229965156795
2022-07-01,21.659701492537316
2022-08-01,23.965447154471544
2022-09-01,23.73265073947668
2022-10-01,24.348993288590606
2022-11-01,20.451960784313723
2022-12-01,19.279227053140097
2023-01-01,26.04369538077403
2023-02-01,26.385454545454543
2023-03-01,27.678403755868548
2023-04-01,27.67118644067797
2023-05-01,27.973902728351128
2023-06-01,25.282229965156795
2023-07-01,22.56218905472637
2023-08-01,22.121951219512194
2023-09-01,26.828213879408416
2023-10-01,27.392617449664428
2023-11-01,23.119607843137253
2023-12-01,21.031884057971013
2024-01-01,29.440699126092383
2024-02-01,32.981818181818184
2024-03-01,28.742957746478876
2024-04-01,32.795480225988705
2024-05-01,31.201660735468565
2024-06-01,26.335656213704993
2024-07-01,24.367164179104478
2024-08-01,25.808943089430894
2024-09-01,28.89192263936291
2024-10-01,30.436241610738254
2024-11-01,24.898039215686275
2024-12-01,23.66086956521739
2025-01-01,32.837702871410734
2025-02-01,35.18060606060606
2025-03-01,34.06572769953052
2025-04-01,35.87005649717515
2025-05-01,32.27758007117438
2025-06-01,41.08362369337979
2025-07-01,69.49154228855721
2025-08-01,48.85264227642276
2025-09-01,46.43344709897611
2025-10-01,47.6834451901566
2025-11-01,80.91862745098038
2025-12-01,87.6328502415459
